domain,input_domain,source,predicted_b2b,predicted_saas,last_b2b2_saas_refresh_timestamp,b2b_saas_version,predicted_hardware_component,predicted_annual,predicted_annual_reason,last_monthly_payments_refresh_timestamp,monthly_payments_version,last_prediction_list_name,linkedin_about_us,city,company_type,linkedin_employee_count_dynamic,linkedin_employee_count_static,scraped_linkedin_financing_last_round_date,scraped_linkedin_financing_last_round_raised,scraped_linkedin_financing_last_round_type,scraped_linkedin_financing_main_investor,scraped_linkedin_financing_rounds,scraped_linkedin_founded_year,scraped_linkedin_headline,scraped_linkedin_industry,scraped_linkedin_followers,scraped_linkedin_company_name,last_linkedin_refresh_timestamp,scraped_country,scraped_state,scraped_linkedin_id,scraped_linkedin_locations,scraped_linkedin_main_location,ocean_company_name,ocean_legal_name,ocean_country,ocean_employee_count,ocean_founded_year,ocean_description,ocean_web_traffic_bounced_rate,ocean_web_traffic_pages_per_visit,ocean_web_traffic_views,ocean_web_traffic_visits_count,ocean_linkedin_url,ocean_website,ocean_industries,last_ocean_refresh_timestamp,_synced,company_name,employee_count,linkedin_stub,linkedin_order,founded_year,industry,sub_industry,linkedin,last_funding_date,name_order,country
bettertalent.com,bettertalent.com,hubspot,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Better Talent is a subscription-based talent solution that blends technology, behavioral science, and a high-touch human element to identify and hire the very best talent.\n\nOur proprietary talent acquisition process allows you to focus on your day to day operations while we optimize and distribute job ads, collect people data, vet qualifications and determine a cultural fit, making your final selection easier, simpler, and less time-consuming. All for a fraction of the cost of traditional recruiting services.\n",Orlando,Privately Held,19,11-50,,,,,,2017,A Subscription-Based Hiring Solution,Hospitality,4877,Better Talent,2025-01-10 17:15:26.420545 UTC,US,Florida,67156665,"[""Orlando, Florida 32828, US""]","Orlando, Florida 32828, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Better Talent,19,,,2017,Hospitality,,https://linkedin.com/company/67156665,,1,United States
aercompliance.com,tryargus.com,website,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              We specialize in Valves and Bulk Chemicals.\n\nWe at Argus try to match your need with a solution that works, reading your current requirements as also your future needs. We understand what we sell, and therefore are well placed to offer intelligent answers to all your questions.\n\nWe are backed up by the best talent and resources in the industry, and have been representing market leaders ever since we were born.\n\nSince needs and solutions are dynamic, we endeavour to constantly update our customer with solutions born of state-of-of-the-art technology, never sacrificing on the value quotient.\n",,Self-Owned,9,11-50,,,,,,1984,We provide end to end industrial solutions for complex processes and challenging applications.,Chemical Manufacturing,,Argus India,2025-01-10 17:15:26.420545 UTC,,,3124633,[],,,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Argus India,9,,,1984,Chemical Manufacturing,,https://linkedin.com/company/3124633,,1,
workjam.com,workjam.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              WorkJam is the world leader in the digital frontline workplace, revolutionizing how HQs and their workforces work together.\n\nBy combining communication, task management, learning, scheduling tools and more all on one app, WorkJam creates a happier frontline for increased efficiencies and productivity. \n\nMost recently recognized as a pioneer in the industry and named among TIME100’s Most Influential Companies, WorkJam is trusted by the world’s most iconic organizations, including: Ulta, Shell, TJX, Couche-Tard, Circle-K, Panda Express, and more!\n\n#WorkJam | #FutureOfFrontlineWork\n",Montreal,Privately Held,288,201-500,,,,,,2014,"WorkJam is the world leader in the digital frontline workplace, revolutionizing how HQs & their frontline work together.",Mobile Computing Software Products,10637,WorkJam,2025-01-10 17:15:26.420545 UTC,CA,Quebec,5399003,"[""740 Notre Dame West, Suite 405, Montreal, Quebec H3C 3X6, CA"",""1311 Vine St, Cincinnati, OH 45202, US"",""114 William St, Melbourne, Victoria 3021, AU"",""London, GB""]","740 Notre Dame West, Suite 405, Montreal, Quebec H3C 3X6, CA",WorkJam,WorkJam Inc.,Canada,286,2014,"WorkJam is the world leader in the digital frontline workplace, revolutionizing how HQs and their workforces work together.

By combining communication, task management, learning, scheduling tools and more all on one app, WorkJam creates a happier frontline for increased efficiencies and productivity. 

Most recently recognized as a pioneer in the industry and named among TIME100’s Most Influential Companies, WorkJam is trusted by the world’s most iconic organizations, including: Ulta, Shell, TJX, Couche-Tard, Circle-K, Panda Express, and more!

#WorkJam | #FutureOfFrontlineWork",62.98,7.96,7960000,1000000,https://www.linkedin.com/company/workjam,https://www.workjam.com/,"[{""name"":""SaaS"",""score"":1.0},{""name"":""Software"",""score"":0.99999994},{""name"":""Human Resources"",""score"":0.99999976},{""name"":""Enterprise Software"",""score"":0.99999833},{""name"":""Virtual Workforce"",""score"":0.99986243},{""name"":""Information Technology"",""score"":0.56265396}]",2025-01-11 21:41:07.739680 UTC,2025-01-13 05:07:17.747740 UTC,WorkJam,288,workjam,1,2014,Mobile Computing Software Products,Software,https://www.linkedin.com/company/workjam,,1,Canada
basecorp.com,basecorp.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              BaseCorp Learning Systems is an experienced learning solutions provider. BaseCorp's flagship product, Skillbuilder LMS, is a Software as a Service (SaaS) learning management system (LMS) used by leading organizations to deliver, manage and track online courses and training. \n\nWe partner with educational organizations, government and industries to design and deliver custom learning solutions. By working closely with our clients, we ensure that our learning and technical solutions are aligned with their core performance objectives.\n\nOur products and services include:\n•\tSkillBuilder LMS (TM) online learning platform implementations\n•\tLearning resource development for online, self-directed, facilitated or blended delivery\n•\tTest item development and analysis\n•\tCertification E-Commerce Storefront\n•\tInstructional design\n•\tTechnical writing\n•\tNeeds assessment\n•\tLearning process design\n•\tReturn on Investment analysis of learning programs\n•\tSkill/ competency profiling\n•\tFacilitation\n\nWe employ highly skilled and certified specialists in the fields of education, instructional design, writing, editing, graphic design, web development, business analysis, computer programming and project management. Currently, BaseCorp has 40 full-time employees and works regularly with additional contract employees. \n\nOur firm was established in 2001. BaseCorp is headquartered in Edmonton, Alberta, with satellite offices in Calgary, Montreal, and Toronto.\n\nBaseCorp Learning Systems maintains ISO-9001:2008 certification.\n",Edmonton,Privately Held,15,11-50,,,,,,2001,"A full-service training solution provider to associations, corporations and government agencies since 2001.",E-Learning Providers,261,BaseCorp Learning Systems,2025-01-10 17:15:26.420545 UTC,CA,Alberta,1997657,"[""10358 172 Street NW, Edmonton, Alberta T5S 1G9, CA""]","10358 172 Street NW, Edmonton, Alberta T5S 1G9, CA",BaseCorp Learning Systems,,Canada,8,2001,"BaseCorp Learning Systems is an experienced learning solutions provider. BaseCorp's flagship product, Skillbuilder LMS, is a Software as a Service (SaaS) learning management system (LMS) used by leading organizations to deliver, manage and track online courses and training. 

We partner with educational organizations, government and industries to design and deliver custom learning solutions. By working closely with our clients, we ensure that our learning and technical solutions are aligned with their core performance objectives.

Our products and services include:
•	SkillBuilder LMS (TM) online learning platform implementations
•	Learning resource development for online, self-directed, facilitated or blended delivery
•	Test item development and analysis
•	Certification E-Commerce Storefront
•	Instructional design
•	Technical writing
•	Needs assessment
•	Learning process design
•	Return on Investment analysis of learning programs
•	Skill/ competency profiling
•	Facilitation

We employ highly skilled and certified specialists in the fields of education, instructional design, writing, editing, graphic design, web development, business analysis, computer programming and project management. Currently, BaseCorp has 40 full-time employees and works regularly with additional contract employees. 

Our firm was established in 2001. BaseCorp is headquartered in Edmonton, Alberta, with satellite offices in Calgary, Montreal, and Toronto.

BaseCorp Learning Systems maintains ISO-9001:2008 certification.",56.46,10.47,568521,54300,https://www.linkedin.com/company/base-corp-learning-systems,https://www.basecorp.com/,"[{""name"":""E-Learning"",""score"":1.0},{""name"":""Education"",""score"":1.0},{""name"":""Training"",""score"":1.0},{""name"":""Corporate Training"",""score"":0.9999797},{""name"":""Consulting"",""score"":0.9960319}]",2025-01-11 21:56:25.210757 UTC,2025-01-13 05:07:17.747740 UTC,BaseCorp Learning Systems,15,base-corp-learning-systems,1,2001,E-Learning Providers,Education,https://www.linkedin.com/company/base-corp-learning-systems,,1,Canada
junglebooks.net,junglebooks.net,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Jungle Books Corporation is an Accounting, Bookkeeping, Tax Strategy / Planning, and Financial Services firm focused on Small and Medium Sized eCommerce businesses.\n\nWe specialize in eCommerce businesses on all platforms such as Amazon, eBay, company websites (such as Shopify), WalMart, Jet, Zulily, Chewy etc.\n",Addison,Privately Held,,11-50,,,,,,2018,,Accounting,79,Jungle Books Corporation,2025-01-10 17:15:26.420545 UTC,US,Texas,35434466,"[""16775 Addison Rd, Ste 480, Addison, Texas 75001-7563, US""]","16775 Addison Rd, Ste 480, Addison, Texas 75001-7563, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Jungle Books Corporation,,,,2018,Accounting,,https://linkedin.com/company/35434466,,1,United States
climatetrade.com,climatetrade.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              ClimateTrade is #LeadingAGlobalChange.\n\nWe help your company fulfill its most ambitious carbon offsetting commitments, empowering your net zero strategy with our innovative blockchain-based solutions.\n",United States,Self-Owned,,11-50,,,,,,2018,#LeadingAGlobalChange,Environmental Services,,ClimateTrade™,2025-01-10 17:15:26.420545 UTC,US,,11229823,"[""United States, US"",""1401 New York Ave NW, #1225, Washington, District of Columbia 20005, US"",""Calle Serrano Morales, 3, 6, Valencia, Valencia 46004, ES""]","United States, US",ClimateTradeTM,,Spain,19,2018,"ClimateTrade is #LeadingAGlobalChange.

We help your company fulfill its most ambitious carbon offsetting commitments, empowering your net zero strategy with our innovative blockchain-based solutions.",73.99,1.39,125516,90300,https://www.linkedin.com/company/climatetrade,https://climatetrade.com/,"[{""name"":""GreenTech"",""score"":1.0},{""name"":""Sustainability"",""score"":1.0},{""name"":""Environmental Consulting"",""score"":0.9943657},{""name"":""Environmental Engineering"",""score"":0.7400275},{""name"":""Clean Energy"",""score"":0.6933369}]",2025-01-08 19:38:52.982364 UTC,2025-01-13 05:07:17.747740 UTC,ClimateTrade™,19,climatetrade,1,2018,Environmental Services,Sustainability,https://www.linkedin.com/company/climatetrade,,1,United States
protectai.com,protectai.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Protect AI is a cybersecurity company focused on AI & ML systems. Through the delivery of innovative security products and thought leadership in MLSecOps, we help our customers build a safer AI powered world. \n\nProtect AI is based in Seattle, Washington, with offices in Dallas, Texas, and Raleigh, North Carolina. The company is directed by proven leaders in AI and ML with funding from successful venture partners in cybersecurity and enterprise software.\n",Seattle,Privately Held,,51-200,,,,,,2022,Cybersecurity for machine learning models and artificial intelligence systems.,Computer and Network Security,16351,Protect AI,2025-01-10 17:15:26.420545 UTC,US,Washington,81921412,"[""1201 2nd Ave, Suite 1920, Seattle, Washington 98101, US"",""5960 Berkshire Lane, 6th Floor, Dallas, TX 75225, US"",""Raleigh, NC 27603, US"",""Berlin, BE 10963, DE"",""Bengaluru, Karnataka 560102, IN""]","1201 2nd Ave, Suite 1920, Seattle, Washington 98101, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Protect AI,,,,2022,Computer and Network Security,,https://linkedin.com/company/81921412,,1,United States
ubiqeducation.com,ubiqeducation.com,externally_provided,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,\n              Ubiq exists to challenge the ways in which schools market and communicate. We encourage you to think creatively and independently and to dare to be different. However to do so looking through a data-driven technology led lens and a focus on achieving better outcomes. \n,London,Privately Held,34,11-50,,,,,,2022,"Turning stories into experiences, and experiences into success.",Design Services,,UBIQ,2025-01-10 17:15:26.420545 UTC,GB,,76087876,"[""London, GB""]","London, GB",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,UBIQ,34,,,2022,Design Services,,https://linkedin.com/company/76087876,,1,United Kingdom
jabra.com,jabra.com,website,true,true,2025-01-10 17:01:34.171230 UTC,1,true,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Jabra Connect India Pvt. Ltd. is a joint venture between Innova and GN group. 'Jabra Connect' offers a wide range of Headsets, Amplifiers, Dial pads & Wireless Solutions for Call-Centers, Enterprise Office and Multimedia Applications. Jabra Audio End point products are designed for maximum comfort, are lightweight, easy to install, high on performance and are compatible with most CC & UC platforms.\n\nOur team is committed to providing the most effective and complete hands-on After Marketing Services (AMS) solutions. With our direct presence in 15 cities across India & Singapore, we have been successful in maintaining a uniform high standard of support excellence all over India through our commitment to quality. \n\nIt is our belief that \""Voice is your asset\"" and our team is dedicated to being part of the voice solution in your organization, helping you set high standards of voice quality.\n",Noida,Privately Held,,51-200,,,,,,,Connecting people to their work with 'Jabra' audio-video solutions,Computers and Electronics Manufacturing,8021,Jabra Connect,2025-01-10 17:15:26.420545 UTC,IN,UP,53245122,"[""Noida, UP, IN""]","Noida, UP, IN",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Jabra Connect,,,,,Computers and Electronics Manufacturing,,https://linkedin.com/company/53245122,,1,India
orkestro.com,orkestro.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Commerce is one of the driving forces of our global economy and its foundations are rapidly shifting online, to facilitate this, two core components need to be competitive and programmable: payments and delivery services.\n\nOrkestro is creating the network that facilitates the exchange and trade of last-mile delivery services. Layer by layer, we're building up the infrastructure that brings transparency and automation to the delivery market, from validating transactions to optimising performances and delivering a seamless customer experience.\n\nUltimately, we want to see a world where deliveries are orchestrated to minimise waste and optimise efficiency -turning our streets greener whilst allowing local commerce to flourish.\n\nWe are very ambitious and backed by the best institutional and angel investors who have funded companies like Uber, Deliveroo, Transferwise, Zoopla and GoCardless.\n\nFor further enquiries visit our website or contact us at info@orkestro.com.\n",London,Privately Held,,11-50,,,,,,2016,Last-mile delivery infrastructure for the internet.,"Transportation, Logistics, Supply Chain and Storage",,Orkestro,2025-01-10 17:15:26.420545 UTC,GB,,10867067,"[""1, London, GB""]","1, London, GB",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Orkestro,,,,2016,"Transportation, Logistics, Supply Chain and Storage",,https://linkedin.com/company/10867067,,1,United Kingdom
w11.capital,w11.capital,hubspot,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              W11 Capital is a dynamic and innovative venture capital firm that invests in early-stage startups with the potential to disrupt industries and to define emerging categories. Our flagship fund, Genesis, is the cornerstone of our investment strategy and embodies our commitment to identifying and supporting the most promising management teams and companies. With a team of experienced investment professionals and advisors, combined with a rigorous due diligence process, W11 Capital seeks to deliver exceptional returns to our investors.\n\nWe believe in fostering long-term relationships with our portfolio companies and providing them with not just financial support, but also strategic guidance and mentorship. We also seek to leverage our extensive investor network to create meaningful synergies between portfolio companies and our investors. Our focus on disruptive technologies, our active involvement with our portfolio companies, and our commitment to serve our investor partners with integrity defines W11 Capital’s DNA.\n",Austin,Privately Held,3,2-10,,,,,,2022,,Venture Capital and Private Equity Principals,165,W11 Capital Management,2025-01-10 17:15:26.420545 UTC,US,Texas,92912540,"[""Austin, Texas, US"",""London, GB""]","Austin, Texas, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,W11 Capital Management,3,,,2022,Venture Capital and Private Equity Principals,,https://linkedin.com/company/92912540,,1,United States
petropal.ai,petropal.ai,scraper,true,true,2025-01-10 17:01:34.171230 UTC,1,true,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              PetroPal aims to be the new training and knowledge optimization standard for the Oil & Gas Production industry. Using AI bots trained on our curated industry best practices, we are able to train employees faster, implementing a mobile-first approach to increase safety in the field while ensuring workers get the correct answers in real-time.\nWe believe the only barrier to excellence should be individual effort, rather than access to equitable training methods.\nInstead of replacing people with technology, we employ a hybrid approach to augment the workers of tomorrow with an AI-optimized, mobile-first companion right at their fingertips.\n",Wellington,Privately Held,,11-50,,,,,,2023,We aim to be the leading provider of AI-powered safety and training solutions in the Oil and Gas industries.,Oil and Gas,6,PetroPal LLC,2025-01-10 17:15:26.420545 UTC,US,CO,103289395,"[""1, Wellington, CO, US""]","1, Wellington, CO, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,PetroPal LLC,,,,2023,Oil and Gas,,https://linkedin.com/company/103289395,,1,United States
ionwater.io,ionwater.io,scraper,true,true,2025-01-10 17:01:34.171230 UTC,1,true,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Water is one of our most precious resources. Yet the affordable housing industry wastes over 200B gallons of water a year. There is a smarter way to manage water. Our water optimization platform allows affordable owners and developers to reduce water consumption and costs by as much as 70 percent compared to industry averages. Developers can reinvest savings into properties to improve residents’ quality of life, and lower and more reliable utility costs can dramatically improve net operating income (NOI).\n",Louisville,Privately Held,,11-50,,,,,,2014,Building a Water Positive World,Utilities,751,ION Water,2025-01-10 17:15:26.420545 UTC,US,Kentucky,2574360,"[""7400 S Park Pl, Louisville, Kentucky 40222, US""]","7400 S Park Pl, Louisville, Kentucky 40222, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,ION Water,,,,2014,Utilities,,https://linkedin.com/company/2574360,,1,United States
pmprofitcoach.com,pmprofitcoach.com,crunchbase,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,The pricing page does not provide clear information about annual or other pricing options. It only mentions a one-time purchase for a report.,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              We provide property management entrepreneurs with a degree of clarity and effectiveness by helping them identify the key profit drivers in their business.\n\nYou manage properties like a pro and you might even be growing, but are you tracking the critical KPI's that will dictate whether or not you hit your long term growth goals? Hope and hard work are not a strategy. Let us help you turn your data into powerful insights that truly put you in the driver seat of your business future.\n\nIt all starts with a financial audit to understand exactly where you stand TODAY, and then a roadmapping session to define where you want to be Tomorrow.\n",Franktown,Privately Held,18,11-50,,,,,,2019,Fueling Entrepreneurial Freedom!,Accounting,643,ProfitCoach,2025-01-10 17:15:26.420545 UTC,US,Colorado,33266439,"[""Franktown, Colorado 80116, US""]","Franktown, Colorado 80116, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,ProfitCoach,18,,,2019,Accounting,,https://linkedin.com/company/33266439,,1,United States
iemergent.com,iemergent.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,"The pricing information is not available due to a 404 error page, making it impossible to determine if there are annual or other pricing options.",2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              iEmergent is a forecasting and analytics firm that provides forward-looking market intelligence to organizations and professionals in the banking, lending, and housing industries. iEmergent's forecasts are market-based and drill down into communities, making the intelligence relevant to both high-level strategic issues and specific market challenges. In 2013, iEmergent released Mortgage MarketSmart, a powerful web-based application that helps organizations understand, analyze and leverage iEmergent's intelligence to improve profitability, performance, and position.   For over a decade, iEmergent's forecasts of mortgage market opportunity and behavior have been the most accurate in the industry, and the company continues to explore new methods, new intelligence, and new applications to help organizations build sustainable, successful futures.\n",Urbandale,Partnership,,2-10,,,,,,2000,Leveraging data and diversity to help lenders and communities grow.,Banking,318,iEmergent,2025-01-10 17:15:26.420545 UTC,US,IA,9241233,"[""2650 106th Street, Suite 200, Urbandale, IA 50322, US""]","2650 106th Street, Suite 200, Urbandale, IA 50322, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,iEmergent,,,,2000,Banking,,https://linkedin.com/company/9241233,,1,United States
addigitale.com,addigitale.com,clientdb,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Welcome to AdDigital Communications Pvt. Ltd.\nThe one & only Contemporary & Futuristic Advertising and Digital Marketing Agency. A Perfect stop for Enthusiastic Business Owners just like you. AdDigital Communications is a full-service Advertising, Digital Marketing, and Graphic Designing Company.\nAt AdDigital Communications, we do not sell products; together we build an iconic brand!\n\nOur strength lies in creating a coherent approach that addresses modern-day business concerns. We cater to a wide range of marketing and advertising needs, irrespective of your business size.\nWe provide a full range of creative solutions for your business, ranging from Social Media Management, Search Engine Optimization, Branding & Graphic Designing Services, and all such services that will help you build a strong foundation in the Marketplace. Our team of highly experienced Graphic Designers, Digital Marketers, and Advertising experts will carefully cater to your needs, and create a successful plan to launch your business effectively.\nOur strategies are consumer-oriented and designs are specially tailored for clients across different industry verticals. We carefully analyze your requirements and then build an exemplary identity for your brand that will surely set you apart from the key competitors in the market. At AdDigital Communications, you tell us your targeted audience and we will help you create creative communication with them.\nAdDigital Communications is a Private Limited Company Registered under The Companies Act, 2013 & Ministry of MSME, Government of India.\n",Noida,Privately Held,4,11-50,,,,,,2018,Digital Marketing Agency,Marketing Services,5,AdDigital Communications Pvt. Ltd.,2025-01-10 17:15:26.420545 UTC,IN,UP,82842272,"[""C116, Block C , Sector 2, Noida, UP 201301, IN""]","C116, Block C , Sector 2, Noida, UP 201301, IN",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,AdDigital Communications Pvt. Ltd.,4,,,2018,Marketing Services,,https://linkedin.com/company/82842272,,1,India
riviahealth.com,riviahealth.com,pitchbook,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Rivia Health brings easeful efficiency to healthcare patient payments. We work with healthcare provider organizations to complement their revenue cycle operations and get them paid more while doing less. \n\nRivia Health alleviates staff overwhelm by reducing manual tasks related to outstanding patient responsibility. Our communication and payment platform integrates with the practice management or RCM system to automate billing workflows like appointment and billing reminders, copay or pre-service payments, and payment plan setup.\n\nIn addition to saving staff time, Rivia Health also improves financial results by communicating more dynamically to patients about balances across text and email and by making it easier for patients to pay across multiple payment methods with a 3-step, no login required process.\n\nOur existing customers have described our results as \""Outstanding!\"" with a 90% reduction in outstanding accounts receivable and 75% of payments are made by day 2, before a paper statement would even arrive.\n",Phoenix,Privately Held,31,11-50,,,,,,2018,Payment Engagement Technology — Collect copays and patient accounts receivable with automated digital technology,Hospitals and Health Care,10057,Rivia Health,2025-01-10 17:15:26.420545 UTC,US,AZ,18788798,"[""Phoenix, AZ 85281, US""]","Phoenix, AZ 85281, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,Rivia Health,31,,,2018,Hospitals and Health Care,,https://linkedin.com/company/18788798,,1,United States
system4.com,system4.com,website,true,true,2025-01-10 17:01:34.171230 UTC,1,false,Not disclosed,Backfilled,2025-01-10 17:01:53.688110 UTC,3,historic_buyers_enriched_2025_01_10,"\n              Managing facility services such as commercial cleaning, disinfection and building repair should be simple and easy. That's why you need to have these services handled in a proactive manner with a transparent program that delivers results and lets you focus on your core business.\n\nOur goal is to be the #1 option for facility service management by delivering unique solutions and solving problems for our clients. We will enable our clients to spend more time on their core business while we drive down their costs. We will accomplish this by ensuring all team members understand creating positive results and client experiences is the core of what we do. We will focus on building a service provider network that delivers exceptional service backed by transparency and accountability from a local System4 office.\n",Independence,Privately Held,,201-500,,,,,,2004,We are your one-stop shop for all facility service needs.,Facilities Services,936,System4 Facility Services Management,2025-01-10 17:15:26.420545 UTC,US,OH,535908,"[""4700 Rockside Rd Suite 610, Independence, OH 44131, US""]","4700 Rockside Rd Suite 610, Independence, OH 44131, US",,,,,,,,,,,,,[],,2025-01-13 05:07:17.747740 UTC,System4 Facility Services Management,,,,2004,Facilities Services,,https://linkedin.com/company/535908,,1,United States
